Time,Temp,RH,Fig1v,Fig2v,ELT,e2vO3,e2vNO2,AH,Fig1r,Fig2r,Actd,Acet,Benz,C8,C9,Form,Meth,Tol,CH4,CO,O3,NO2,CO2,T_Plat,RH_Plat,H2S
735797.9937,30.475,24.625,23,22,168,1020,8.75,0.013025357,0.779959483,0.862603306,0.6345,2.88325,0.05,0.02225,0.02,2.85225,5.86725,0.03125,1.89275,60.3399,56.0575,2.5675,382.17075,24.1725,35.1375,-0.0345
735798,30.1375,24.9125,23,22,168,1020,7.875,0.012915383,0.779959483,0.862603306,0.611,2.86025,0.03975,0.01525,0.01125,2.80125,5.70875,0.033,1.884975,61.80413333,56.54,2.6025,382.223,24.005,34.59,-0.06275
735798.0028,30.3375,25.0625,23,22,167.875,1020,8.25,0.01310781,0.779959483,0.862603306,0.65275,2.907,0.082,0.0225,0.0185,2.98225,5.72475,0.07475,1.886625,65.964775,56.0675,2.7025,381.86875,24.1,35.1625,-0.20825
735798.0056,30.175,25.6625,23,22,168.125,1020,8.75,0.013309715,0.779959483,0.862603306,0.598333333,2.846,0.07775,0.02625,0.0225,2.8235,5.95225,0.07775,1.89145,67.9579,55.1775,2.785,382.64175,24.3125,35.6,-0.0245
735798.0087,29.66,25.12,23,22,167.2,1020,7.4,0.012669858,0.779959483,0.862603306,0.6392,2.8732,0.0696,0.0352,0.0196,2.9186,5.7606,0.0606,1.89542,72.68192,55.908,2.82,384.6116,24.126,34.692,-0.094
735798.0118,29.875,25.0875,22.5,22,167.75,1020,8,0.012790221,0.798093133,0.862603306,0.638,2.8275,0.06625,0.0385,0.02075,3.084,5.69175,0.08975,1.88945,76.20985,55.9475,2.7775,385.32725,24.1975,34.2275,-0.0615
735798.0146,29.7125,25,22.375,22,168,1020,7.75,0.01264391,0.802525803,0.862603306,0.64,2.81725,0.07975,0.05,0.02075,2.79325,5.80525,0.10175,1.905775,80.301225,55.8025,2.5975,386.11025,24.0075,34.5275,0.12
735798.0177,29.67,25.14,23,22,168.5,1020,8,0.012682538,0.779959483,0.862603306,0.6026,2.8078,0.0806,0.0416,0.0196,3.153,5.66925,0.0864,1.9121,83.51516,55.448,2.876,386.035,23.89,34.808,-0.1486
735798.0208,29.3125,25.5125,22.75,22,168.125,1020,7.75,0.012591311,0.789026308,0.862603306,0.5935,2.75275,0.0675,0.03325,0.0205,2.9635,5.749,0.06525,1.89985,85.275,55.32,2.9025,385.67525,24.0575,34.645,-0.0275
735798.0326,28.625,26.9,23.375,21.75,168,1020,7.75,0.012757685,0.76740418,0.873097862,0.5995,2.76975,0.06525,0.0295,0.01925,3.226,6.08675,0.0585,1.908875,91.3963,53.2725,2.8775,383.798,23.87,36.01,-0.06775
735798.0354,28.425,27.3,23,21.125,167.5,1020,8,0.012807476,0.779959483,0.899212222,0.54,2.74175,0.05225,0.01675,0.019333333,2.89125,5.787,0.03475,1.892725,90.6762,53.2075,2.83,384.475,23.9725,35.9925,0.09725
735798.0382,28.575,26.9125,23,21.25,167.125,1020,7.75,0.012729644,0.779959483,0.894086974,0.55125,2.77175,0.06575,0.034,0.02025,2.91875,6.0315,0.0465,1.88855,91.5009,53.9675,2.585,383.723,23.9275,35.595,-0.1705
735798.041,28.6,27.85,23.5,21.5,166.875,1020,10.25,0.013181461,0.76333697,0.883592418,0.5785,2.76275,0.0545,0.0405,0.02375,2.91875,6.26425,0.065,1.9125,91.635,50.805,2.81,383.10425,24.045,37.0725,-0.0815
735798.0441,28.58,27.69,23,21.6,167.4,1020,10.3,0.013106029,0.779959483,0.879394595,0.6024,2.7432,0.065,0.028,0.025,3.2694,6.3348,0.0486,1.89948,91.34784,51.148,3.03,382.9218,23.856,37.016,0.0742
735798.0472,28.2875,27.6625,23,21,168,1020,9,0.012866283,0.779959483,0.90458153,0.56725,2.774,0.0875,0.043,0.027,3.19275,6.195,0.1275,1.911425,94.159475,51.325,3.0725,383.271,23.7,36.6325,-0.1835
735798.05,27.975,27.6125,23,21,168.125,1020,8.5,0.012614958,0.779959483,0.90458153,0.607,2.65975,0.07575,0.033,0.0225,2.924,5.96125,0.08225,1.9211,94.1796,51.1675,3.3,383.26025,23.515,36.5,-0.09375
735798.0528,27.875,27.5875,23.25,21.125,168.375,1020,8.625,0.012524541,0.771648226,0.899212222,0.5875,2.66225,0.06375,0.047,0.02,2.9235,5.74525,0.06,1.92165,92.332,50.4975,3.315,382.74175,23.43,36.1975,-0.13375
735798.0555,27.6,27.4875,23,21,167.75,1020,8.25,0.012288872,0.779959483,0.90458153,0.533,2.63,0.06875,0.03625,0.02875,2.60075,5.6675,0.04775,1.906725,93.389875,50.7125,3.2925,383.0625,23.3425,35.83,-0.15175
735798.0583,27.325,27.5375,22,21,167.625,1020,7.875,0.012107776,0.816226784,0.90458153,0.533,2.616,0.099666667,0.036,0.01725,2.838333333,5.592666667,0.081,1.8887,92.489775,50.9925,3.08,382.50625,23.24,35.42,-0.021666667
735798.1097,21.4,45.5875,41.25,34.25,170.125,1020,71.75,0.014059543,0.433134175,0.555677702,0.998333333,3.457333333,0.448333333,0.27,0.060666667,3.236333333,10.49,0.304,2.035525,93.75555,29.68,11.0975,401.56875,18.8075,56.2125,-0.154666667
735798.1125,21.15,46.5875,34,27.5,169.625,1020,68.125,0.014137009,0.522055287,0.686527978,1.01125,3.36225,1.47425,0.471,0.100333333,3.29925,10.09625,1.44875,2.023825,89.96225,30.035,11.1725,401.2605,18.8125,56.515,0.01475
735798.1156,21,47.13,36.8,29.2,170.7,1020,72.1,0.014158438,0.481261648,0.645677216,1.0076,3.5004,1.634,0.481,0.1034,3.2032,10.3846,1.5524,2.07398,90.3905,28.322,11.804,403.5816,18.806,56.518,-0.0598
735798.1187,20.85,47.875,32.25,25.75,171,1020,81,0.014257871,0.552027178,0.734993093,1.04675,3.6035,1.00675,0.376,0.0895,3.38875,11.074,1.014,2.018875,91.0252,26.49,12.9075,406.5145,18.585,57.77,-0.10275
735798.1219,20.72,48.95,29.8,23.6,171.6,1020,93.8,0.014459606,0.598278188,0.803194993,1.0784,3.7574,0.8346,0.4022,0.092,3.403,11.635,0.7924,2.01672,88.0512,24.406,14.11,410.3616,18.24,59.734,-0.107
735798.125,20.425,49.75,28.75,22,171.375,1020,95.75,0.014451287,0.620907416,0.862603306,1.0225,3.60725,0.407,0.27625,0.0965,3.187,11.442,0.4175,2.180825,90.789825,23.685,15.1325,411.8625,18.01,60.7625,-0.06825
735798.1281,20.2,50.66,31.7,22.6,172.5,1020,99.2,0.014508898,0.561891433,0.83960654,1.0582,3.677,0.7056,0.3394,0.1154,3.398,12.1158,0.6544,2.59006,91.43456,22.878,15.454,414.2482,17.88,61.734,-0.1026
735798.1312,19.975,51.9,31.25,22,173.125,1020,109.5,0.014655215,0.569429992,0.862603306,1.05225,3.597,0.62875,0.36325,0.10425,3.22425,11.69675,0.644,2.46335,93.027325,21.2925,15.55,419.3645,17.615,63.235,0.06875
735798.1344,19.62,52.62,30.4,22,172.8,1020,97.3,0.014528821,0.585894323,0.862603306,0.9596,3.5542,0.6248,0.3152,0.13,3.5138,10.5274,0.5738,2.46898,91.85598,23.308,15.976,418.0082,17.46,63.596,-0.1192
735798.1375,19.5,53.45,30.25,22,173,1020,108.375,0.014652365,0.588854203,0.862603306,0.97875,3.59325,0.602333333,0.33725,0.13875,3.03875,10.57925,0.58025,2.4729,94.77155,22.3925,15.99,420.45425,17.3675,64.365,-0.045
735798.1406,19.26,54,30.8,22,174.1,1020,104.3,0.014581884,0.57800131,0.862603306,0.9532,3.4072,0.77,0.365,0.1188,3.2084,10.714,0.6368,2.50942,94.26604,21.876,16.274,420.3884,17.07,65.328,-0.1302
735798.1437,18.975,54.7125,28.75,20.25,173.5,1020,89,0.01450504,0.620907416,0.939213564,0.93225,3.33,0.32175,0.2675,0.1055,3.06775,10.7495,0.414,2.2302,102.171175,23.6125,16.0125,415.725,16.905,65.6825,-0.1235
735798.1465,18.8,55.175,27.75,20,172.375,1020,87,0.014468761,0.643549335,0.950757576,0.866,3.229,0.26775,0.24975,0.10125,3.2545,10.342,0.3425,2.185425,106.81115,24.3525,15.2775,413.84575,16.93,65.65,-0.09825
735798.1496,18.72,54.84,26.8,19.6,172.2,1020,69.8,0.014322239,0.666983223,0.971172249,0.8762,3.259,0.2526,0.1988,0.101,3.3906,9.7666,0.2878,2.07368,107.683,26.808,14.496,407.8464,17.31,63.648,0.0434
735798.1528,18.975,53.925,26,19,172.125,1020,65.625,0.014299703,0.687896333,1.001794258,0.91125,3.288666667,0.205,0.236,0.11375,3.34675,9.9645,0.2885,2.0667,109.381375,27.245,13.71,406.21025,17.48,62.675,-0.22275
735798.1559,19.08,54.4,26.4,19.8,173,1020,96.8,0.014509894,0.677439778,0.960964912,0.934,3.4478,0.2528,0.2578,0.1218,3.3772,10.3588,0.334,2.10806,101.96304,22.356,14.08,417.7868,17.288,64.24,0.0184
735798.159,18.65,56.275,26.75,20,175.875,1020,125.375,0.014641692,0.668290292,0.950757576,0.908333333,3.4425,0.27675,0.245,0.119,3.181,10.1595,0.324,2.125,101.2367,17.4875,16.39,430.44575,16.5275,68.4375,0.07775
735798.1622,18.32,57.32,27,19.8,174.8,1020,110.5,0.014592868,0.661754945,0.960964912,0.924,3.3472,0.2672,0.25,0.108,3.4824,10.2192,0.3438,2.1149,100.2484,19.72,17.002,423.46,16.124,69.738,-0.2372
735798.1653,18.1,57.35,26.25,19.375,173.75,1020,91.375,0.014383234,0.681360986,0.982491923,0.9735,3.4145,0.3485,0.32725,0.1155,3.01475,10.383,0.4635,2.092425,99.490775,22.23,16.1525,415.09375,16.0825,69.2225,0.03875
735798.168,18,57.925,27.375,21.5,173.5,1020,98.75,0.014461367,0.652596972,0.883592418,0.972,3.34125,0.496,0.41,0.13875,3.35325,10.8905,0.5765,2.162975,96.7592,22.8475,15.885,415.57925,16.195,69.175,-0.103333333
735798.1712,18.12,58.11,28,21,173.9,1020,100.4,0.0145975,0.637480799,0.90458153,0.9496,3.333,0.753,0.6564,0.209,3.2795,10.704,0.8976,2.2017,101.51124,21.602,15.978,418.5466,16.49,68.76,-0.1024
735798.1743,18.0125,58.925,28.625,22.875,176.25,1020,126.75,0.014705472,0.623499401,0.828959889,0.93525,3.42525,0.89825,0.9025,0.267,3.16475,10.4715,1.37425,2.235075,94.830225,19.0475,16.2825,426.948,16.1175,70.3925,-0.089
735798.1771,17.825,59.6,29.75,23,177.125,1020,135.25,0.014703681,0.599060685,0.824275362,0.9755,3.31425,0.8205,0.6765,0.192,2.98875,10.90725,1.132,2.316525,95.24235,19.2525,16.555,425.8835,15.8925,71.725,0.047
735798.1802,17.8,59.64,30,22,175,1020,117.4,0.014690317,0.593787336,0.862603306,0.988,3.3602,0.8798,0.6572,0.2104,3.1958,10.6034,1.0652,2.30582,101.79522,20.086,16.136,422.5834,16.234,70.682,0.003
735798.1833,17.85,59.875,31.375,23,176.5,1020,138.875,0.014800948,0.567231311,0.824275362,0.94425,3.3965,0.90825,0.59175,0.186,2.95875,10.3605,1.0735,2.373325,98.15345,17.7125,15.885,430.402,16.1025,71.21,-0.2095
735798.1864,17.88,59.77,29.5,22,176.5,1020,140.5,0.014799249,0.604437772,0.862603306,1.005,3.3762,0.821,0.5598,0.1796,3.2356,10.6002,0.9746,2.23488,96.49136667,16.938,16.296,431.5532,15.972,71.908,-0.1478
735798.201,17.4,63.36,30,21,180.7,1020,128,0.015216879,0.593787336,0.90458153,0.743,2.981,0.7084,0.328,0.0998,2.8738,9.0078,0.7358,2.16308,96.73665,17.634,17.558,448.9732,15.7,74.49,-0.1118
735798.2041,17.6,62.5,30.375,21.375,180.5,1020,122.75,0.015201622,0.586347201,0.888717666,0.7465,2.921,0.81,0.40375,0.12375,2.744,8.5005,0.8795,2.147425,105.1441,18.2525,16.66,448.0895,15.925,73.4425,0.01725
735798.2069,17.6875,61.9,30,21.5,179.125,1020,100.25,0.015142192,0.594127552,0.883592418,0.70025,2.95125,0.568,0.329,0.093,2.49925,7.9635,0.714666667,2.112875,109.4132,21.345,15.9725,437.4355,16.0775,72.7375,0.0105
735798.2101,17.86,61.59,29,20.8,176.5,1020,78.4,0.015230805,0.614880732,0.913816739,0.6656,2.9378,0.465,0.2914,0.0902,2.7212,7.7612,0.5998,2.06404,110.6571,25.16,13.436,424.4666,16.318,72.35,-0.105
735798.2132,18.05,61.6,28.75,20,175.25,1020,74.75,0.015414116,0.620530748,0.950757576,0.65625,2.84275,0.38825,0.208,0.0835,2.37375,7.97675,0.45,2.052925,110.6489,25.1425,11.205,422.096,16.34,72.87,-0.2495
735798.216,18.075,61.85,28,20,176.125,1020,86.75,0.015500935,0.637480799,0.950757576,0.728,2.94025,0.412666667,0.216,0.0785,2.42125,8.412,0.37375,2.051025,108.681525,22.365,10.8925,426.469,16.155,73.7175,-0.147
735798.2191,17.96,62.3,28,20,176.9,1020,96.6,0.015503385,0.637480799,0.950757576,0.6848,2.9106,0.3592,0.2338,0.1226,2.7322,8.5752,0.3964,2.03814,109.39364,20.808,11.472,431.2916,16.046,74.24,-0.0484
735798.2222,17.775,63.3625,27.75,19.25,178.75,1020,99.75,0.015566945,0.643549335,0.989035088,0.69575,2.866,0.33625,0.29775,0.1665,2.6375,8.38675,0.452,2.0156,104.817875,20.5275,11.4075,434.45,15.8,75.2875,0.001
735798.2253,17.58,64.21,27.2,19,177.1,1020,97.7,0.015592921,0.656900116,1.001794258,0.6886,2.929,0.353,0.2476,0.1422,2.2178,8.4154,0.4164,2.01666,105.7524,21.348,11.398,432.2082,15.554,76.214,0.054
735798.2285,17.5375,64.275,27.75,19.75,177.875,1020,91.25,0.015571704,0.643549335,0.963516746,0.70075,2.900333333,0.341,0.30025,0.14825,2.47725,8.2435,0.4605,2.025775,100.61835,22.805,11.955,428.8625,15.6775,76.0475,0.09875
735798.2316,17.46,64.75,27.2,19.6,178.6,1020,104.8,0.015612065,0.656900116,0.971172249,0.7018,2.8724,0.39,0.3424,0.1466,2.751,8.617,0.5392,2.02578,106.05706,19.872,12.932,436.1634,15.616,76.256,-0.0242
735798.2347,17.55,65.05,27.25,19.5,177.625,1020,107.125,0.015768983,0.655686408,0.976275917,0.71425,2.84275,0.2975,0.28225,0.13825,2.673,9.06075,0.45425,2.021575,103.74995,20.01,12.1775,434.8585,15.62,76.805,0.21575
735798.2378,17.44,65.28,26.6,19,180.3,1020,135.1,0.015718069,0.6722115,1.001794258,0.66425,2.8888,0.289,0.2702,0.1434,2.5172,8.3416,0.4084,2.01492,104.63684,16.38,11.746,444.1318,15.164,78.692,0.2234
735798.241,17.2,66.3,26.75,19,180.25,1020,140.125,0.015729028,0.668290292,1.001794258,0.73375,2.83075,0.35825,0.29075,0.13575,2.85,8.90475,0.4505,2.03615,104.8025,15.3775,12.535,444.78125,14.6775,80.7375,-0.09975
735798.2441,17.14,66.06,28.8,19.2,180.3,1020,113.4,0.015606283,0.619400745,0.991586922,0.7748,2.9372,0.51,0.2892,0.1142,3.0016,10.1494,0.5582,2.13258,113.16724,19,12.28,441.1784,15.058,78.778,0.011
735798.2472,17.2,65.75,28,19,179.375,1020,106,0.015592392,0.637480799,1.001794258,0.73275,3.04475,0.32375,0.2515,0.122,2.69375,9.526666667,0.45125,2.108675,113.021425,20.165,11.0225,439.0355,15.2125,78.22,-0.2215
735798.25,17.3,66.3125,28,19,179.125,1020,105.75,0.015825733,0.637480799,1.001794258,0.7075,3.04275,0.3175,0.24375,0.10925,2.659333333,8.915,0.3665,2.099225,110.884275,20.055,10.1225,436.0815,15.275,78.8275,-0.18375
735798.2528,17.375,66.9,28,19,178.625,1020,101.25,0.016042063,0.637480799,1.001794258,0.714,3.005,0.263,0.218,0.11675,2.276,8.86625,0.298,2.09395,109.71845,19.93,9.875,433.0125,15.39,79.3825,0.159
735798.2556,17.4,67.4625,27.75,19,179,1020,111.5,0.016202431,0.643549335,1.001794258,0.65525,3.00375,0.2025,0.219,0.1145,2.3,8.8035,0.2925,2.058,112.16815,18.6325,9.67,433.7645,15.1825,80.8625,-0.303
735798.2587,17.49,67.98,26.2,18.2,177.7,1020,106,0.016419974,0.682668055,1.047160198,0.7178,2.9962,0.1528,0.16,0.084,2.6136,8.9348,0.1974,1.98832,106.18724,19.374,8.916,429.2482,15.27,80.976,0.067
735798.2618,17.5,68.075,26,18,177.75,1020,122.75,0.016453283,0.687896333,1.058501684,0.74775,3.15375,0.1315,0.161,0.07525,2.424,9.28425,0.1725,2.03635,108.700725,16.48,9.055,429.323,15.1675,81.475,0.0285
735798.2649,17.39,68.12,26,18,179,1020,141.5,0.016349984,0.687896333,1.058501684,0.7314,3.171,0.1598,0.1564,0.0782,2.399,9.3692,0.2196,2.09312,108.81124,14.272,9.8,434.835,14.8,82.602,-0.0972
735798.268,17.125,69.0125,27,18.75,180,1020,148.125,0.016276411,0.662221755,1.015971115,0.79575,3.376,0.26925,0.17925,0.085666667,2.70625,10.02075,0.3095,2.247875,109.867925,14.04,10.495,438.43125,14.6075,83.195,0.066
735798.2712,16.93,69.8,29,19,179.7,1020,135.4,0.016269337,0.615182066,1.001794258,0.8432,3.5596,0.3088,0.225,0.0956,2.657,9.487,0.3736,2.4051,119.15082,16.118,10.672,436.1932,14.822,82.342,-0.0054
735798.2746,17.13,69.1,29.6,19,177.9,1020,127.8,0.016309541,0.602224694,1.001794258,0.8062,3.6956,0.3252,0.29025,0.1312,2.5518,7.892,0.4544,2.26132,124.37646,16.048,11.02,428.1168,15.112,81.32,-0.1114
735798.2778,17.3125,69.1125,28.75,19,177.75,1020,122,0.016507203,0.620530748,1.001794258,0.92925,3.72875,0.3195,0.4285,0.13825,2.84725,8.25425,0.48075,2.1184,129.4432,17.0775,11.885,423.33125,15.2075,81.6175,0.10625
735798.2809,17.48,69.28,28,19,177.9,1020,110.2,0.016718623,0.637480799,1.001794258,0.956,3.801,0.3412,0.5038,0.169,2.686,7.9118,0.4754,2.05742,134.48334,18.802,12.302,420.5302,15.564,81.128,-0.1296
735798.284,17.7,68.7625,28.25,19,176.875,1020,97.75,0.016827605,0.631830782,1.001794258,1.18425,3.91025,0.40575,0.4035,0.185,4.09375,8.35525,0.491333333,2.1542,156.471525,20.5,12.5025,428.55425,15.9625,79.9425,-0.0295
735798.2872,18.17,67.04,30.8,19.5,176.9,1020,82.8,0.016888761,0.578766797,0.976145054,1.5282,4.1792,0.4322,0.4162,0.2366,6.1562,9.6268,0.684,2.46492,195.39084,20.984,15.7,423.1948,17.506,73.714,-0.083
735798.2903,18.975,63.9125,32.125,19.75,177.375,1020,115.625,0.016936995,0.553486736,0.963516746,1.5785,4.226,0.449,0.44725,0.24325,6.41175,11.505,0.6635,2.404775,233.2717,13.5575,24.76,423.8565,18.2525,70.8375,0.11925
735798.2934,19.42,62.32,41.3,21.2,176.8,1020,130.6,0.016991143,0.430841136,0.897025449,1.5294,4.1664,0.5895,0.5036,0.2426,5.4256,10.6208,0.7838,2.40336,920.43906,13.22,33.836,423.1468,18.036,71.806,0.0216
735798.2965,19.4,62.2875,44.75,22.25,176.375,1020,95.25,0.016961219,0.392510842,0.85302132,1.3195,4.0535,0.92175,0.76525,0.292,3.8935,9.41925,1.27275,2.35765,1340.80425,22.145,29.02,420.99375,17.61,73.5025,-0.10075
735798.2993,19.125,63.225,32.625,24.75,175,1020,94.875,0.01692658,0.545166485,0.769520182,1.179,3.9335,2.0665,1.8095,0.6295,3.1725,8.76775,3.076,2.239,337.233175,23.6325,21.8275,418.35825,16.9075,76.2725,0.03375
735798.3024,18.61,65.04,31.6,23.8,175.9,1020,112.8,0.016861973,0.562955255,0.802499818,1.1496,3.8104,0.829,0.7034,0.2634,2.9582,9.0182,1.056,2.23272,168.13494,20.26,16.344,421.7932,16.22,78.864,0.1244
735798.3055,18.1875,66.8875,31.75,20.5,176.75,1020,130.875,0.016882234,0.560180368,0.927669553,1.17175,3.736333333,0.43075,0.47475,0.2825,2.92875,8.8265,0.6345,2.38705,216.009075,16.4725,15.8375,427.223,15.98,79.955,0.061
735798.3087,17.88,68.13,33.3,20.6,177.9,1020,128.7,0.016866268,0.535931712,0.923051948,1.1636,3.7806,0.4886,0.5634,0.2846,3.3994,8.9052,0.7732,2.29164,330.12108,16.816,16.11,430.1334,15.922,80.276,0.212
735798.3118,17.8,68.5375,34.625,20.875,179,1020,124.625,0.016881918,0.512483864,0.910212755,1.2335,4.024,0.59625,0.523,0.24225,3.672,8.98275,0.72825,2.351875,401.278325,17.2375,16.87,430.87925,16.1125,79.575,0.22575
735798.3149,17.8,68.66,33.2,20.5,178.3,1020,121.6,0.016912092,0.53809868,0.927991711,1.23925,3.983,0.3872,0.4578,0.2642,3.1868,8.7888,0.619,2.29446,337.94514,17.726,17.014,429.3718,16.106,79.656,0.3006
735798.318,17.8125,68.55,31,20,178.75,1020,112.25,0.016898358,0.574054804,0.950757576,1.30625,3.987,0.3285,0.3955,0.202,3.06275,9.12775,0.52675,2.23975,178.6495,19.1925,16.0375,426.9665,16.1375,79.4475,-0.08525
735798.3212,17.9,68.12,30.4,19.2,178,1020,110.9,0.016882743,0.585894323,0.991586922,1.2796,3.982,0.3282,0.4062,0.217,2.7516,9.2176,0.5574,2.22272,154.27704,18.742,15.182,426.055,16.256,78.838,-0.02025
735798.3243,17.8,68.3625,29.5,19,178.125,1020,122.25,0.016844923,0.604334034,1.001794258,1.28,3.95675,0.2985,0.40325,0.3255,3.1255,9.195666667,0.512,2.1275,146.38295,18.03,14.8325,428.729,15.915,80.1625,0.0945
735798.3271,17.7,69,29.25,19,179.5,1020,155.625,0.01688892,0.609607383,1.001794258,1.32825,4.115,0.36725,0.49875,0.33625,3.251,9.483,0.59675,2.107175,162.18625,11.295,15.875,431.43125,15.855,80.45,0.08925
735798.3299,17.7,68.8,31.5,20.5,179.375,1020,216.75,0.016839967,0.565393792,0.927669553,1.37875,3.9215,0.576,0.639,0.30225,3.103,9.849,0.8615,2.214025,209.767625,3.57,23.8975,437.473,15.915,79.95,0.063
735798.333,17.6,68.54,32,21.4,178.7,1020,213.6,0.016670707,0.555779789,0.88779024,1.4126,3.892,0.7262,1.0408,0.49,3.0094,9.9472,1.1314,2.19986,205.42914,5.984,28.13,439.8718,15.84,79.908,0.1382
735798.3361,17.55,68.625,31.25,22,179.875,1020,189.125,0.016638817,0.569429992,0.862603306,1.44425,3.91075,0.73825,1.0035,0.48,3.2875,9.855,1.14,2.2279,157.492175,10.79,25.9425,442.21475,15.665,80.3175,0.2375
735798.3389,17.475,68.7,32.25,22,180.375,1020,174.375,0.016575069,0.551211035,0.862603306,1.43975,3.93925,0.72,0.91825,0.40475,3.348,10.33675,1.112,2.29235,167.603825,12.445,21.855,443.0145,15.6825,79.98,0.04775
735798.342,17.34,69.36,31.4,21.4,180.1,1020,186,0.016580538,0.566901761,0.88779024,1.359,3.8274,0.6344,0.9186,0.5364,3.2342,10.233,1.0038,2.37348,149.07956,11.062,19.592,446.4616,15.36,81.224,0.0856
735798.3451,17.0625,70.05,35.75,23.125,181.625,1020,196,0.016465091,0.510174307,0.825125203,1.501,4.077,1.21075,1.23525,0.642333333,3.7075,9.8795,1.7085,2.453575,343.284175,9.4525,18.3225,452.0875,15.0025,82.2,0.2275
735798.3483,17.24,68.1,32.8,22.4,180.5,1020,155.3,0.016187417,0.543980268,0.849442893,1.5516,4.4964,0.7868,0.7504,0.395,4.1866,9.9802,1.0112,2.384,370.68346,13.892,20.928,440.0598,15.826,77.744,0.2044
735798.3514,17.45,66.975,41.125,22.875,181,1020,136.625,0.016136479,0.434268439,0.830199109,1.48125,4.47025,0.783,0.712,0.366,3.958,9.464,0.98075,2.434325,804.60115,16.155,20.6875,442.377,16.075,76.7,0.24125
735798.3663,17.06,67.03,32.6,23.6,180.7,1020,213.7,0.015774048,0.545128706,0.803194993,1.3178,4.1686,0.9636,1.0512,0.4894,2.7986,8.787,1.4692,2.5816,165.2979667,5.652,26.93,458.5166,14.718,80.988,0.2684
735798.3698,16.82,68.17,32.6,23.2,181.1,1020,186.1,0.015780986,0.545128706,0.817248573,1.3206,4.1434,0.91175,0.9442,0.4448,3.3436,8.7722,1.352,2.56576,161.4836,9.634,26.246,455.2084,14.826,80.65,0.2488
735798.3729,16.675,68.625,32.25,23,181.25,1020,180.75,0.015740464,0.551211035,0.824275362,1.32575,4.18425,0.8595,0.904,0.43875,2.99675,8.921,1.29,2.541975,156.320875,10.9425,23.805,456.2605,14.5575,81.475,0.3315
735798.3757,16.5,69.225,32,23,181.5,1020,173,0.015702227,0.555555556,0.824275362,1.26375,4.17475,0.91525,0.90125,0.405,3.34825,9.147,1.312,2.55255,157.527225,12.3625,21.24,456.773,14.545,81.3175,0.48625
735798.3788,16.34,69.71,33.6,23.6,181.6,1020,177.3,0.015651609,0.528363969,0.803194993,1.2366,4.1374,0.9648,0.8836,0.4044,3.1116,9.1874,1.3434,2.60242,159.94078,11.766,19.398,459.1516,14.428,81.514,0.482
735798.3819,16.2,70.2875,33,23.25,181.375,1020,171.125,0.015640918,0.538177474,0.815491875,1.2355,4.064,0.88925,0.85975,0.38275,2.766,8.8795,1.28175,2.59475,156.22225,12.5025,18.03,458.12475,14.3775,81.74,0.5985
735798.3847,16.175,70.825,32,22.75,181.5,1020,160.25,0.015735386,0.555835847,0.833857348,1.342,4.346,0.64475,0.68275,0.35475,3.374,9.0985,0.97425,2.6103,156.096575,13.76,17.1075,455.3605,14.485,81.6175,0.3905
735798.3875,16.35,70.675,30.25,22,180.75,1020,141.75,0.015881253,0.588854203,0.862603306,1.2795,4.46525,0.61275,0.68975,0.3405,3.26275,8.839,0.9915,2.51285,154.333825,15.65,16.735,447.96275,15,80.0075,0.61
735798.3906,16.5,70.07,31.6,22.8,180.5,1020,166.7,0.015893829,0.562955255,0.831940951,1.30575,4.366,0.7188,0.7616,0.3648,3.267,9.0304,1.0976,2.59686,156.96302,12.552,16.638,456.5468,14.726,80.912,0.8832
735798.3941,16.4,70.17,32.6,23,181,1020,164,0.015822124,0.545128706,0.824275362,1.3138,4.376,0.7174,0.6858,0.3308,3.6084,9.2,1.0302,2.65506,214.03308,12.958,17.844,453.97,14.762,80.862,0.5276
735798.3972,16.4,69.2625,31.5,23,180.75,1020,170.125,0.015611265,0.56480518,0.824275362,1.20375,4.24575,0.60525,0.63,0.31575,3.118,8.5685,0.8825,2.6264,199.05035,11.57,18.6225,456.47925,14.6375,80.3925,0.58825
735798.4003,16.26,70,32.2,22.4,181.8,1020,170.6,0.01561641,0.552732854,0.847272128,1.2682,4.3382,0.684,0.6598,0.3192,3.2404,8.97475,0.9808,2.70416,237.96742,12.276,18.108,456.8218,14.35,81.656,0.60025
735798.4035,16.05,71.35,35.25,23.5,181.375,1020,180.25,0.015728485,0.502973471,0.806708388,1.2925,4.3745,0.9165,0.74275,0.35075,3.356333333,9.5,1.164,2.8613,318.40445,11.37,17.8375,460.33125,14.25,82.4725,0.3425
735798.4066,15.92,71.85,35.9,24,181.4,1020,183,0.015704898,0.493271857,0.789141414,1.2914,4.4172,0.9172,0.8042,0.3546,3.4088,9.4634,1.1918,2.8775,284.99672,11.62,17.536,461.735,14.228,82.59,0.4472
735798.4097,15.9,71.9875,34,24,182.5,1020,182.375,0.015714787,0.522055287,0.789141414,1.23625,4.3545,0.86075,0.75425,0.34525,3.35925,9.0165,1.16825,2.8072,211.762425,11.7675,17.1275,463.1895,14.1325,82.99,0.55425
735798.4129,15.9,72.26,33,23.8,182.4,1020,179.8,0.015774273,0.538177474,0.796168204,1.2306,4.3924,0.755,0.6878,0.3256,3.194,9.0494,1.0648,2.76946,185.2627,11.82,16.744,462.2068,14.154,83.034,0.3952
